"id","performer","song","genre","track_duration","track_explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","rating"
5937,"Dr. John","(everybody Wanna Get Rich) Rite Away","['blues', 'blues rock', 'classic rock', 'electric blues', 'folk rock', 'funk', 'jazz blues', 'louisiana blues', 'new orleans blues', 'piano blues', 'psychedelic rock', 'roots rock', 'soul']",163933,FALSE,0.746,0.916,9,-10.061,1,0.0772,0.518,0.0686,0.0785,0.971,99.926,4,25
28733,"Bryan Adams","(Everything I Do) I Do It For You","['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",394133,FALSE,0.519,0.372,1,-12.635,1,0.0284,0.0816,4.67e-05,0.0652,0.298,131.227,4,62
83609,"Orchestral Manoeuvres In The Dark","(Forever) Live And Die","['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'synthpop']",218133,FALSE,0.605,0.545,0,-13.603,1,0.0297,0.0902,0.244,0.149,0.865,90.179,4,49
1066,"Outlaws","(Ghost) Riders In The Sky","['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",351400,FALSE,0.228,0.896,9,-7.241,0,0.13,0.0132,0.0273,0.795,0.146,128.433,4,44
86422,"Connie Francis","(He's My) Dreamboat","['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",162106,FALSE,0.373,0.364,0,-6.563,1,0.0305,0.78,2.24e-06,0.342,0.451,70.31,4,40
33680,"Jan & Dean","(Here They Come) From All Over The World","['christmas instrumental']",164600,FALSE,0.461,0.68,0,-10.699,1,0.0446,0.621,7.74e-06,0.906,0.957,149.771,4,21
68574,"B.J. Thomas","(Hey Won't You Play) Another Somebody Done Somebody Wrong Song","['adult standards', 'brill building pop', 'bubblegum pop', 'classic country pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",206066,FALSE,0.637,0.528,4,-11.287,1,0.0328,0.744,0,0.114,0.702,124.806,4,51
98565,"ABC","(How To Be A) Millionaire","[]",215733,FALSE,0.718,0.755,2,-9.683,1,0.0534,0.281,1.18e-05,0.0614,0.832,121.678,4,40
31285,"Jackie Wilson","(I Can Feel Those Vibrations) This Love Is Real","['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",175146,FALSE,0.63,0.8,2,-6.002,1,0.15,0.429,0,0.3,0.736,120.811,4,27
24413,"Barbara Mason","(I Can Feel Your Love) Slipping Away","['classic soul', 'funk', 'motown', 'philly soul', 'quiet storm', 'southern soul']",199626,FALSE,0.44,0.427,0,-5.455,1,0.0254,0.563,0,0.295,0.335,77.412,3,8
5563,"The Rolling Stones","(I Can't Get No) Satisfaction","['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",222813,FALSE,0.725,0.853,2,-7.842,1,0.0353,0.0348,0.127,0.196,0.904,136.282,4,65
85896,"Skeeter Davis","(I Can't Help You) I'm Falling Too","['brill building pop', 'nashville sound']",165266,FALSE,0.617,0.197,9,-12.145,1,0.0267,0.777,0,0.133,0.384,91.209,4,30
91824,"Harry Connick, Jr.","(I Could Only) Whisper Your Name","['adult standards', 'contemporary vocal jazz', 'lounge', 'vocal jazz']",289970,FALSE,0.682,0.572,5,-7.067,0,0.045,0.191,0.204,0.0504,0.844,89.083,4,30
16281,"Barbara Lynn","(I Cried at) Laura's Wedding","['classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",158213,FALSE,0.579,0.299,7,-8.729,1,0.0304,0.84,4.71e-05,0.117,0.194,89.463,3,13
61949,"Bobby Freeman","(I Do The) Shimmy Shimmy","['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",157466,FALSE,0.508,0.857,2,-5.498,1,0.04,0.74,0,0.365,0.891,88.579,4,24
90445,"Steve Lawrence","(I Don't Care) Only Love Me","['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge', 'vocal jazz']",153600,FALSE,0.56,0.516,5,-12.275,0,0.183,0.468,0.000107,0.173,0.825,141.812,4,18
87437,"Three Days Grace","(I Hate) Everything About You","['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']",231480,FALSE,0.498,0.83,6,-5.157,0,0.0421,0.00461,0,0.139,0.453,89.342,4,49
13289,"Cutting Crew","(I Just) Died In Your Arms","['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",278626,FALSE,0.632,0.727,11,-11.209,0,0.0438,0.0119,7.64e-05,0.0678,0.499,124.919,4,63
71171,"Rare Earth","(I Know) I'm Losing You","['blues rock', 'classic rock', 'motown']",215986,FALSE,0.38,0.532,6,-14.477,1,0.0434,0.537,4.62e-05,0.321,0.79,99.865,4,45
23692,"The Temptations","(I Know) I'm Losing You","['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",149493,FALSE,0.634,0.503,5,-11.89,1,0.0282,0.5,0,0.0465,0.813,109.57,4,48
50167,"Martina McBride","(I Never Promised You A) Rose Garden","['contemporary country', 'country', 'country dawn', 'country road']",195573,FALSE,0.577,0.728,2,-6.944,1,0.0478,0.503,0,0.133,0.78,131.908,4,13
8659,"Vanity Fare","(I Remember) Summer Morning","['bubblegum pop', 'classic uk pop', 'merseybeat']",178418,FALSE,0.528,0.341,4,-12.768,0,0.03,0.922,0,0.135,0.337,111.336,4,2
99418,"The Olympics","(I Wanna) Dance With The Teacher","['doo-wop', 'rhythm and blues']",107317,FALSE,0.567,0.458,4,-15.353,1,0.0623,0.428,0.0412,0.356,0.829,85.189,4,11
35551,"Gene Pitney","(I Wanna) Love My Life Away","['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']",114906,FALSE,0.548,0.694,0,-9.356,1,0.0359,0.811,5.38e-05,0.596,0.924,136.36,4,31
11946,"The Parliaments","(I Wanna) Testify","[]",183693,FALSE,0.668,0.702,10,-5.75,1,0.033,0.336,0,0.0521,0.754,105.227,4,34
65845,"Dion","(I was) Born To Cry","['canadian pop', 'dance pop']",147560,FALSE,0.396,0.568,7,-11.25,0,0.0639,0.322,0,0.181,0.607,119.676,4,31
25060,"The Monkees","(I'm Not Your) Steppin' Stone","['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",146533,FALSE,0.537,0.677,5,-4.437,1,0.0301,0.0151,0.000199,0.0981,0.324,131.477,4,44
70231,"Charley Pride","(I'm So) Afraid Of Losing You Again","['classic country pop', 'country', 'country rock', 'nashville sound']",173320,FALSE,0.525,0.354,4,-12.332,1,0.0344,0.466,3.86e-05,0.246,0.495,109.498,4,22
33713,"Chicago","(i've Been) Searchin' So Long","['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",268426,FALSE,0.194,0.591,0,-6.181,1,0.0318,0.118,6.43e-05,0.2,0.164,171.066,4,48
60321,"Bobby Rydell","(I've Got) Bonnie","['adult standards', 'brill building pop', 'bubblegum pop', 'deep adult standards', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']",147000,FALSE,0.329,0.398,2,-7.385,1,0.0286,0.77,0,0.242,0.698,75.194,4,32
72939,"Little Willie John","(I've Got) Spring Fever","['rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",131533,FALSE,0.699,0.373,0,-12.653,1,0.0813,0.801,0.518,0.0764,0.73,134.923,4,11
49732,"Bill Medley & Jennifer Warnes","(I've Had) The Time Of My Life","['soft rock']",289066,FALSE,0.7,0.781,6,-8.255,0,0.0507,0.0874,0.00342,0.059,0.385,108.695,4,64
88437,"Luther Ingram","(If Loving You Is Wrong) I Don't Want To Be Right","['classic soul', 'memphis soul', 'southern soul']",216800,FALSE,0.502,0.451,4,-7.423,0,0.0438,0.283,0,0.154,0.531,140.474,4,53
54777,"Celine Dion","(If There Was) Any Other Way","['canadian pop', 'dance pop']",240093,FALSE,0.671,0.784,7,-8.672,0,0.0322,0.239,3.6e-06,0.139,0.904,124.013,4,34
32009,"Mac Davis","(if You Add) All The Love In The World","['bubblegum pop', 'country rock']",213106,FALSE,0.371,0.433,10,-10.908,1,0.0343,0.66,1.33e-05,0.103,0.359,159.27,4,17
61391,"Ronnie Dyson","(If You Let Me Make Love To You Then) Why Can't I Touch You?","['classic soul']",203746,FALSE,0.398,0.692,0,-8.596,1,0.045,0.496,0,0.394,0.65,93.907,4,40
63566,"Gloria Gaynor","(If You Want It) Do It Yourself","['disco']",170866,FALSE,0.686,0.895,6,-6.731,0,0.126,0.144,1.18e-05,0.197,0.729,110.354,4,6
30522,"Weezer","(If You're Wondering If I Want You To) I Want You To","['alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",208773,FALSE,0.704,0.869,11,-5.708,0,0.0442,0.00219,0.000117,0.127,0.8,110.015,4,29
49781,"The Duprees featuring Joey Vann","(It's No) Sin","['brill building pop', 'doo-wop', 'rhythm and blues']",162533,FALSE,0.353,0.377,7,-9.358,1,0.0294,0.859,7.52e-05,0.068,0.492,107.691,3,14
92131,"Four Tops","(It's The Way) Nature Planned It","['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",227386,FALSE,0.577,0.604,1,-8.412,1,0.0337,0.539,0.00418,0.0794,0.721,92.295,4,30
33659,"The Reflections","(Just Like) Romeo & Juliet","[]",127893,FALSE,0.773,0.863,3,-9.321,1,0.0356,0.205,0.586,0.188,0.976,145.384,4,43
82247,"Sha Na Na","(Just Like) Romeo And Juliet","['hollywood']",136240,FALSE,0.749,0.738,3,-11.538,1,0.0388,0.168,4.6e-06,0.113,0.979,141.185,4,21
17229,"John Lennon","(Just Like) Starting Over","['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock']",236546,FALSE,0.701,0.79,9,-6.16,1,0.0725,0.301,6.06e-05,0.179,0.421,99.104,4,59
59820,"The Human League","(Keep Feeling) Fascination","['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'synthpop']",224733,FALSE,0.711,0.609,0,-9.042,1,0.0764,0.381,1.24e-06,0.204,0.674,118.132,4,52
25981,"Gloriana","(Kissed You) Good Night","['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",232903,FALSE,0.523,0.747,11,-6.125,1,0.0292,0.0807,0,0.11,0.294,118.97,4,46
52378,"The 5th Dimension","(Last Night) I Didn't Get To Sleep At All","['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'soft rock', 'sunshine pop']",192600,FALSE,0.663,0.58,5,-10.144,0,0.0269,0.453,0.00124,0.0963,0.551,105.229,4,48
2222,"Tony Toni Tone","(Lay Your Head On My) Pillow","['dance pop', 'funk', 'hip pop', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",372026,FALSE,0.708,0.482,6,-8.962,0,0.04,0.061,1.08e-06,0.0689,0.514,79.086,4,46
41966,"The Temptations","(Loneliness Made Me Realize) It's You That I Need","['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",158733,FALSE,0.555,0.37,0,-12.075,1,0.0311,0.559,0,0.253,0.965,116.912,4,36
64607,"The Intruders","(Love Is Like A) Baseball Game","['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']",165920,FALSE,0.654,0.539,0,-7.825,1,0.0274,0.748,0,0.168,0.849,88.978,4,35
22805,"Andy Gibb","(Love Is) Thicker Than Water","['adult standards', 'bubblegum pop', 'country rock', 'disco', 'mellow gold', 'soft rock']",255960,FALSE,0.586,0.463,6,-9.929,0,0.0252,0.129,7.08e-05,0.0757,0.551,96.479,4,56
42107,"The Fantastics","(Love Me) Love The Life I Lead","[]",186521,FALSE,0.356,0.549,9,-12.198,1,0.0574,0.35,0,0.0583,0.784,78.331,4,5
43318,"Elvis Presley","(Marie's The Name) His Latest Flame","['adult standards', 'rock-and-roll', 'rockabilly']",127093,FALSE,0.661,0.917,4,-6.329,0,0.0375,0.568,0.00202,0.134,0.893,105.289,4,54
23300,"Tommy Edwards","(New In) The Ways Of Love","['deep adult standards', 'doo-wop']",159640,FALSE,0.386,0.322,7,-13.018,0,0.032,0.715,0,0.0544,0.508,178.668,3,22
85873,"Lee Ann Womack","(Now You See Me) Now You Don't","['contemporary country', 'country', 'country dawn', 'country road']",159600,FALSE,0.626,0.808,2,-6.027,1,0.0613,0.178,0,0.342,0.663,103.964,4,20
17260,"Goose Creek Symphony","(Oh Lord Won't You Buy Me A) Mercedes Benz","['cosmic american']",196333,FALSE,0.486,0.41,4,-14.328,1,0.0457,0.744,0.00106,0.0775,0.926,88.824,4,24
94208,"Dean Martin","(Open Up The Door) Let The Good Times In","['adult standards', 'easy listening', 'lounge']",198600,FALSE,0.443,0.618,1,-12.153,1,0.0846,0.77,2.88e-06,0.47,0.636,78.936,4,29
83752,"Andy Gibb","(Our Love) Don't Throw It All Away","['adult standards', 'bubblegum pop', 'country rock', 'disco', 'mellow gold', 'soft rock']",250200,FALSE,0.349,0.344,5,-13.206,1,0.0526,0.359,0.000129,0.603,0.228,142.441,4,52
48300,"U2","(Pride) In The Name Of Love","['irish rock', 'permanent wave', 'rock']",228426,FALSE,0.464,0.839,4,-7.106,1,0.0329,0.0016,0.000326,0.601,0.75,105.756,4,49
16327,"Duran Duran","(Reach Up For The) Sunrise","['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",334586,FALSE,0.465,0.978,0,-4.071,1,0.129,0.00137,0.000525,0.972,0.38,129.965,4,15
29056,"KC And The Sunshine Band","(Shake, Shake, Shake) Shake Your Booty","['disco', 'funk', 'motown', 'soft rock']",186906,FALSE,0.649,0.825,10,-12.243,0,0.0335,0.00606,0.154,0.104,0.961,112.124,4,57
65938,"All-4-One","(She's Got) Skillz","['boy band', 'dance pop', 'new jack swing', 'r&b', 'urban contemporary']",245066,FALSE,0.942,0.595,8,-9.781,0,0.0458,0.152,0.000142,0.0861,0.958,100.41,4,32
50848,"Starz","(She's Just A) Fallen Angel","[]",212813,FALSE,0.423,0.908,1,-3.467,1,0.0823,0.00152,0.000222,0.112,0.387,114.248,4,6
82857,"Stray Cats","(she's) Sexy + 17","['instrumental surf', 'rock-and-roll', 'rockabilly']",194066,FALSE,0.525,0.931,9,-5.593,1,0.0583,0.00831,0,0.106,0.75,89.9,4,50
98390,"Michael Bolton","(Sittin' On) The Dock Of The Bay","['adult standards', 'soft rock']",231240,FALSE,0.464,0.525,2,-13.806,1,0.0566,0.192,7.23e-06,0.268,0.565,178.352,4,47
63004,"Otis Redding","(Sittin' On) The Dock Of The Bay","['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",163755,FALSE,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,4,64
83830,"Sammy Hagar","(Sittin' On) The Dock Of The Bay","['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'metal', 'rock', 'soft rock']",182466,FALSE,0.655,0.52,11,-10.262,0,0.0292,0.0981,0,0.104,0.759,110.824,4,17
32661,"Sergio Mendes & Brasil '66","(Sittin' On) The Dock Of The Bay","['bossa nova', 'brazilian jazz', 'samba']",191760,FALSE,0.732,0.336,2,-13.925,1,0.0357,0.828,1.1e-05,0.114,0.603,110.842,4,22
83039,"The Reddings","(Sittin' On) The Dock Of The Bay","['funk', 'post-disco', 'post-disco soul']",163000,FALSE,0.724,0.585,7,-6.739,1,0.03,0.0582,0.00285,0.104,0.471,104.761,4,20
73640,"Aretha Franklin","(Sweet Sweet Baby) Since You've Been Gone","['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",145264,FALSE,0.708,0.67,3,-8.142,1,0.029,0.471,0.0314,0.0631,0.94,117.149,4,51
8759,"Shirley Ellis","(That's) What The Nitty Gritty Is","['northern soul']",154760,FALSE,0.6,0.912,1,-4.781,1,0.181,0.133,0,0.48,0.824,128.767,4,18
76849,"The Newbeats","(The Bees Are For The Birds) The Birds Are For The Bees","['northern soul']",133706,FALSE,0.483,0.478,6,-13.621,1,0.0789,0.749,0,0.258,0.913,170.401,4,18
56516,"Don Fardon","(The Lament Of The Cherokee) Indian Reservation","['classic uk pop']",201200,FALSE,0.805,0.473,10,-12.999,1,0.0507,0.24,0.00516,0.177,0.519,124.618,4,32
55249,"Bee Gees","(The Lights Went Out In) Massachusetts","['adult standards', 'disco', 'mellow gold', 'soft rock']",176320,FALSE,0.404,0.498,2,-8.227,1,0.0278,0.149,0.00068,0.551,0.381,104.05,4,31
33919,"Gene Pitney","(The Man Who Shot) Liberty Valance","['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']",178440,FALSE,0.602,0.591,1,-8.684,0,0.053,0.739,0,0.175,0.837,88.395,4,49
70482,"The Irish Rovers","(The Puppet Song) Whiskey On A Sunday","['canadian celtic', 'celtic', 'irish folk', 'irish pub song']",160800,FALSE,0.692,0.447,4,-10.839,1,0.0323,0.587,0,0.109,0.557,121.961,4,14
6141,"The Alan Parsons Project","(The System Of) Doctor Tarr And Professor Fether","['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",260852,FALSE,0.502,0.699,10,-7.691,1,0.0301,0.313,0,0.151,0.653,85.212,4,38
3853,"Jimmy Smith","(Theme From) Any Number Can Win","['bebop', 'contemporary post-bop', 'cool jazz', 'hammond organ', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz organ', 'soul jazz']",131573,FALSE,0.689,0.89,0,-6.274,1,0.03,0.655,0.883,0.368,0.963,97.863,4,6
97458,"Dionne Warwick","(Theme From) Valley Of The Dolls","['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",218840,FALSE,0.23,0.273,5,-13.277,1,0.0352,0.871,2.21e-06,0.059,0.0868,74.919,4,48
27899,"Dorsey Burnette","(There Was A) Tall Oak Tree","['traditional rockabilly']",125946,FALSE,0.602,0.411,7,-10.841,1,0.0558,0.463,0,0.235,0.719,134.25,4,28
45829,"Stacie Orrico","(There's Gotta Be) More To Life","['candy pop', 'dance pop', 'europop']",200386,FALSE,0.58,0.922,1,-3.785,1,0.0958,0.0917,0,0.189,0.649,89.841,4,49
14896,"Perry Como","(There's No Place Like) Home For The Holidays","['adult standards', 'brill building pop', 'easy listening', 'vocal jazz']",171333,FALSE,0.69,0.189,0,-12.797,1,0.0316,0.897,0,0.133,0.735,78.042,4,52
39381,"Lou Johnson","(There's) Always Something There To Remind Me","['northern soul']",193973,FALSE,0.574,0.469,10,-8.163,1,0.0621,0.472,0,0.0742,0.746,77.801,4,27
40186,"Sandie Shaw","(There's) Always Something There To Remind Me","['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",166133,FALSE,0.581,0.395,8,-8.553,1,0.0449,0.747,0,0.0696,0.695,86.119,4,36
97379,"Ronnie Milsap","(There's) No Gettin' Over Me","['classic country pop', 'country', 'country rock', 'nashville sound']",199680,FALSE,0.595,0.447,1,-10.342,0,0.0323,0.627,0.000586,0.3,0.787,200.528,4,55
75258,"Carpenters","(They Long To Be) Close To You","['adult standards', 'brill building pop', 'mellow gold', 'soft rock']",276000,FALSE,0.533,0.245,8,-14.652,1,0.0326,0.707,4.21e-05,0.122,0.236,89.328,4,59
96313,"Darlene Love","(Today I Met) The Boy I'm Gonna Marry","['adult standards', 'brill building pop', 'motown']",166053,FALSE,0.353,0.703,1,-5.847,0,0.0583,0.54,0.0641,0.91,0.608,100.076,4,41
79720,"Carpenters","(Want You) Back In My Life Again","['adult standards', 'brill building pop', 'mellow gold', 'soft rock']",220506,FALSE,0.802,0.539,2,-12.488,0,0.0356,0.103,1.18e-05,0.0699,0.852,127.118,4,24
53784,"The Intruders","(We'll Be) United","['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']",171133,FALSE,0.463,0.493,0,-7.63,1,0.0249,0.363,0,0.567,0.365,90.609,4,20
16898,"Pat Boone","(Welcome) New Lovers","['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",135735,FALSE,0.582,0.438,8,-16.499,1,0.0388,0.927,0.762,0.511,0.837,119.192,4,30
73196,"Ral Donner","(What A Sad Way) To Love Someone","[]",179957,FALSE,0.61,0.232,3,-17.007,1,0.0287,0.86,7.21e-05,0.106,0.539,79.108,4,11
12505,"Naked Eyes","(what) In The Name Of Love","['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",267066,FALSE,0.705,0.751,4,-12.224,0,0.0385,0.0646,0.000172,0.0881,0.833,113.482,4,34
68084,"Sean Paul Featuring Keyshia Cole","(When You Gonna) Give It Up To Me","['dance pop', 'dancehall', 'pop', 'pop rap']",243880,FALSE,0.711,0.761,8,-3.04,1,0.225,0.067,0,0.041,0.718,95.824,4,54
34146,"Andy Williams","(Where Do I Begin) Love Story","['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",189066,FALSE,0.259,0.473,6,-10.187,1,0.0324,0.512,1.5e-06,0.4,0.232,84.897,4,54
